assay.run.id	plate.order	well	response	bkgrnd.sub	norm	norm.pos	p.enhance	type
5	1	98	0.282723	0.279186	0.525441	0.485414	-58.9204	unknown
5	1	290	0.284668	0.28113	0.529101	0.488794	-58.5333	unknown
5	1	482	0.224734	0.221196	0.416302	0.384589	-70.4648	unknown
5	1	674	0.334951	0.331414	0.623737	0.576221	-48.5229	unknown
5	1	866	0.227203	0.223665	0.420949	0.388882	-69.9733	unknown
5	1	1058	0.221831	0.218293	0.410839	0.379542	-71.0427	unknown
5	1	1250	0.274511	0.270974	0.509986	0.471136	-60.5552	unknown
5	1	1442	0.163365	0.159827	0.300802	0.277888	-82.6822	unknown
5	1	100	0.400361	0.396824	0.746842	0.689949	-35.501	unknown
5	1	292	0.277108	0.273571	0.514873	0.475651	-60.0382	unknown
5	1	484	0.209617	0.206079	0.387852	0.358306	-73.4743	unknown
5	1	676	0.304393	0.300856	0.566225	0.523091	-54.6063	unknown
5	1	868	0.37164	0.368103	0.692787	0.640012	-41.2188	unknown
5	1	1060	0.194002	0.190465	0.358464	0.331157	-76.5828	unknown
5	1	1252	0.335953	0.332415	0.625622	0.577963	-48.3234	unknown
5	1	1444	0.189205	0.185667	0.349435	0.322815	-77.5379	unknown
5	1	102	0.183562	0.180024	0.338814	0.313004	-78.6614	unknown
5	1	294	0.304781	0.301243	0.566954	0.523764	-54.5292	unknown
5	1	486	0.303579	0.300041	0.564693	0.521675	-54.7684	unknown
5	1	678	0.313684	0.310147	0.583712	0.539245	-52.7566	unknown
5	1	870	0.455238	0.451701	0.850123	0.785362	-24.5762	unknown
5	1	1062	0.231743	0.228206	0.429494	0.396776	-69.0694	unknown
5	1	1254	0.266725	0.263187	0.495331	0.457598	-62.1053	unknown
5	1	1446	0.320728	0.31719	0.596968	0.551492	-51.3544	unknown
5	1	104	0.365343	0.361805	0.680935	0.629062	-42.4725	unknown
5	1	296	0.253482	0.249944	0.470407	0.434572	-64.7417	unknown
5	1	488	0.238781	0.235243	0.44274	0.409012	-67.6684	unknown
5	1	680	0.209218	0.205681	0.387101	0.357612	-73.5537	unknown
5	1	872	0.245964	0.242426	0.456258	0.421501	-66.2384	unknown
5	1	1064	0.358514	0.354977	0.668083	0.61719	-43.832	unknown
5	1	1256	0.293756	0.290219	0.546206	0.504596	-56.7239	unknown
5	1	1448	0.221758	0.218221	0.410702	0.379416	-71.0572	unknown
5	1	106	0.411482	0.407944	0.767771	0.709284	-33.2872	unknown
5	1	298	0.374402	0.370865	0.697986	0.644814	-40.6689	unknown
5	1	490	0.162488	0.158951	0.299153	0.276364	-82.8566	unknown
5	1	682	0.165334	0.161796	0.304508	0.281311	-82.2902	unknown
5	1	874	0.158895	0.155358	0.29239	0.270117	-83.572	unknown
5	1	1066	0.247834	0.244296	0.459778	0.424752	-65.8661	unknown
5	1	1258	0.290615	0.287078	0.540295	0.499136	-57.3492	unknown
5	1	1450	0.386378	0.38284	0.720524	0.665636	-38.2849	unknown
5	1	108	0.259402	0.255864	0.481549	0.444866	-63.5631	unknown
5	1	300	0.290302	0.286765	0.539706	0.498592	-57.4115	unknown
5	1	492	0.232686	0.229148	0.431268	0.398415	-68.8818	unknown
5	1	684	0.281746	0.278208	0.523602	0.483714	-59.1149	unknown
5	1	876	0.365927	0.362389	0.682035	0.630078	-42.3562	unknown
