assay.run.id	plate.order	well	response	bkgrnd.sub	norm	norm.pos	p.enhance	type
6	3	96	0.11245216	0	0	0	60.363705	blank
6	2	96	0.14038682	0	0	0	-100	blank
6	1	96	0.15039068	0	0	0	38.059856	blank
6	3	84	0.18361443	0.071162276	0.18981434	1.2826253	-17.060308	unknown
6	2	84	0.16113968	0.020752862	0.04870834	3.4598129	245.9813	unknown
6	1	84	0.09071077	0	0	0	38.059856	unknown
6	3	72	0.1626525	0.05020035	0.13390166	0.9048086	5.7461066	unknown
6	2	72	0.08408628	0	0	0	-100	unknown
6	1	72	0.10817275	0	0	0	38.059856	unknown
6	3	60	0.1382737	0.025821544	0.06887497	0.4654062	32.27006	unknown
6	2	60	0.10540877	0	0	0	-100	unknown
6	1	60	0.23326206	0.08287138	0.22823252	2.0332417	-39.325027	unknown
6	3	48	0.08728253	0	0	0	60.363705	unknown
6	2	48	0.19244415	0.052057326	0.12218199	8.678736	767.8736	unknown
6	1	48	0.12632345	0	0	0	38.059856	unknown
6	3	36	0.039389454	0	0	0	60.363705	unknown
6	2	36	0.04612391	0	0	0	-100	unknown
6	1	36	0.13660237	0	0	0	38.059856	unknown
6	3	24	0.052092038	0	0	0	60.363705	unknown
6	2	24	0.18762071	0.047233894	0.11086107	7.8745975	687.4598	unknown
6	1	24	0.098221526	0	0	0	38.059856	unknown
6	3	12	0.07425473	0	0	0	60.363705	unknown
6	2	12	0.23213375	0.09174693	0.2153361	15.295587	1429.5587	unknown
6	1	12	0.38661894	0.23622826	0.6505862	5.795839	-182.52893	unknown
6	3	95	0.2598463	0.14739414	0.39315104	2.6566246	-100	negative
6	2	95	0.12571952	0	0	0	-100	negative
6	1	95	0.2982388	0.14784813	0.40718222	3.6274405	-100	negative
6	3	83	0.32753143	0.21507926	0.57369065	3.8765779	-173.6409	unknown
6	2	83	0.2534691	0.11308229	0.26541162	18.852512	1785.2511	unknown
6	1	83	0.18610021	0.03570953	0.09834609	0.87613004	4.714472	unknown
6	3	71	0.26325193	0.15079977	0.40223503	2.7180076	-103.7053	unknown
6	2	71	0.12900494	0	0	0	-100	unknown
6	1	71	0.3528855	0.20249483	0.5576824	4.968192	-151.02882	unknown
6	3	59	0.09121368	0	0	0	60.363705	unknown
6	2	59	0.24979056	0.109403744	0.25677782	18.239243	1723.9243	unknown
6	1	59	0.18377239	0.0333817	0.09193512	0.819017	6.8881874	unknown
6	3	47	0.19106889	0.07861673	0.20969795	1.416984	-25.170698	unknown
6	2	47	0.2615667	0.12117988	0.28441718	20.202501	1920.2501	unknown
6	1	47	0.17667176	0.026281074	0.07237958	0.64480376	13.518718	unknown
6	3	35	0.11420889	0.0017567351	0.0046858187	0.031663306	58.452393	unknown
6	2	35	0.10903905	0	0	0	-100	unknown
6	1	35	0.23213659	0.08174591	0.22513291	2.0056283	-38.27407	unknown
6	3	23	0.26566717	0.15321502	0.4086773	2.7615397	-106.33306	unknown
6	2	23	0.46497092	0.3245841	0.7618203	54.11303	5311.303	unknown
6	1	23	0.22760917	0.07721849	0.21266414	1.8945485	-34.046387	unknown
6	3	11	0.18099406	0.06854191	0.18282491	1.2353959	-14.209367	unknown
6	2	11	0.17462403	0.034237206	0.080356985	5.707855	470.7855	unknown
6	1	11	0.21448131	0.064090624	0.17650926	1.5724577	-21.787655	unknown
6	3	94	0.032698188	0	0	0	60.363705	positive
6	2	94	0.15238334	0.011996523	0.028156633	2	100	positive
6	1	94	0.084118634	0	0	0	38.059856	positive
6	3	82	0.10403532	0	0	0	60.363705	unknown
6	2	82	0.31626445	0.17587763	0.41279644	29.321436	2832.1436	unknown
6	1	82	0.51349133	0.36310065	1	8.908641	-301.00174	unknown
6	3	70	0.03295641	0	0	0	60.363705	unknown
6	2	70	0.17234981	0.03196299	0.075019255	5.328709	432.87094	unknown
6	1	70	0.054986313	0	0	0	38.059856	unknown
6	3	58	0.043162078	0	0	0	60.363705	unknown
6	2	58	0.2747527	0.13436589	0.3153656	22.400806	2140.0806	unknown
6	1	58	0.13961975	0	0	0	38.059856	unknown
6	3	46	0.29785737	0.18540522	0.49453968	3.3417342	-141.35576	unknown
6	2	46	0.20622675	0.06583993	0.15453067	10.976502	997.65027	unknown
6	1	46	0.20573781	0.05534713	0.15242916	1.3579367	-13.623022	unknown
6	3	34	0.1581261	0.045673944	0.12182817	0.82322484	10.670803	unknown
6	2	34	0.20131256	0.060925737	0.14299673	10.157233	915.72327	unknown
6	1	34	0.057860795	0	0	0	38.059856	unknown
6	3	22	0.1011722	0	0	0	60.363705	unknown
