assay.run.id	plate.order	well	response	bkgrnd.sub	norm	norm.pos	p.enhance	type	reps	trgt	smplid
8	5	384	0	0	0	0	-122.11993	4	2	1	0
8	5	383	0	0	0	0	-122.11993	4	1	1	0
8	5	382	0.059699997	0.059699997	0.10829392	0.10479338	-109.32256	3	2	1	0
8	5	381	0.14668	0.14668	0.2660729	0.25747222	-90.67744	3	1	1	0
8	5	380	0.52275	0.52274996	0.948252	0.9176003	-10.062648	2	2	1	0
8	5	379	0.58305	0.58305	1.0576344	1.0234468	2.8633265	2	1	1	0
8	5	378	0.55872	0.55872	1.0135005	0.9807396	-2.3520775	2	2	1	0
8	5	377	0.61425	0.61425	1.1142302	1.0782132	9.551398	2	1	1	0
8	5	376	0.036014333	0.036014333	0.065328866	0.06321715	-114.39985	1	2	1	3728
8	5	375	0.08784069	0.087840684	0.15934025	0.15418965	-103.2903	1	1	1	3636
8	5	374	0.18835214	0.18835215	0.34166485	0.33062074	-81.744545	1	2	1	3727
8	5	373	0.37111753	0.37111756	0.67319554	0.65143484	-42.56675	1	1	1	3635
8	5	372	0.39415327	0.39415327	0.7149816	0.6918702	-37.628784	1	2	1	3726
8	5	371	0.07952948	0.07952947	0.14426397	0.13960071	-105.0719	1	1	1	3634
8	5	370	0.24991244	0.24991243	0.4533333	0.43867952	-68.548416	1	2	1	3725
8	5	369	0.19308366	0.19308366	0.35024768	0.3389261	-80.73029	1	1	1	3633
8	5	352	0.07830795	0.07830795	0.14204815	0.13745652	-105.33375	1	2	1	3724
8	5	351	0.25839806	0.25839803	0.46872592	0.4535746	-66.72943	1	1	1	3632
8	5	350	0.20603046	0.20603046	0.37373278	0.36165208	-77.955	1	2	1	3723
8	5	349	0.33848017	0.3384802	0.6139924	0.5941454	-49.56293	1	1	1	3631
8	5	348	0.16158572	0.16158572	0.2931114	0.28363675	-87.48223	1	2	1	3722
8	5	347	0.07725378	0.07725378	0.14013593	0.13560611	-105.559715	1	1	1	3630
8	5	346	0.0995249	0.09952491	0.18053505	0.17469934	-100.78565	1	2	1	3721
8	5	345	0.073599115	0.073599115	0.13350648	0.12919095	-106.34313	1	1	1	3629
8	5	344	0.019234471	0.019234471	0.034890726	0.033762902	-117.9968	1	2	1	3720
8	5	343	0.17967859	0.17967859	0.3259313	0.31539574	-83.60382	1	1	1	3628
8	5	342	0.25440907	0.25440907	0.46149004	0.44657263	-67.58451	1	2	1	3719
8	5	341	0.20791057	0.20791055	0.3771432	0.36495227	-77.55198	1	1	1	3627
8	5	340	0.19524285	0.19524285	0.3541644	0.34271622	-80.26745	1	2	1	3718
8	5	339	0.32178187	0.32178187	0.5837022	0.5648343	-53.1424	1	1	1	3626
8	5	338	0.04478328	0.04478328	0.08123546	0.07860956	-112.52013	1	2	1	3717
8	5	337	0.04745684	0.047456834	0.08608521	0.08330255	-111.94702	1	1	1	3625
8	5	320	0.25414237	0.25414237	0.46100625	0.44610447	-67.64168	1	2	1	3716
8	5	319	0.08785066	0.08785067	0.15935834	0.15420717	-103.288155	1	1	1	3624
8	5	318	0.041433763	0.041433763	0.07515954	0.07273005	-113.23814	1	2	1	3715
8	5	317	0.016654402	0.016654404	0.030210562	0.029234022	-118.549866	1	1	1	3623
8	5	316	0.037799325	0.037799325	0.068566784	0.0663504	-114.01722	1	2	1	3714
8	5	315	0.082196	0.082196	0.14910094	0.14428134	-104.5003	1	1	1	3622
8	5	314	0.015108217	0.015108217	0.027405828	0.02651995	-118.88131	1	2	1	3713
8	5	313	0.07949777	0.07949777	0.14420645	0.13954505	-105.07869	1	1	1	3621
