assay.run.id	plate.order	well	response	bkgrnd.sub	norm	norm.pos	p.enhance	type	reps	trgt	smplid
9	10	384	0	0	0	0	-102.411224	4	1	2	0
9	10	382	0.022654999	0.022655	0.03694971	0.041509874	-98.16015	3	1	2	0
9	10	380	0.62310004	0.6231	1.0162597	1.1416819	14.509817	2	1	2	0
9	10	378	0.535095	0.535095	0.87272584	0.98043376	-2.0038037	2	1	2	0
9	10	376	0.3472758	0.34727582	0.56639767	0.63629997	-37.246967	1	1	2	3728
9	10	374	0.20494092	0.20494093	0.33425325	0.37550527	-63.955273	1	1	2	3727
9	10	372	0.047936987	0.047936987	0.078183964	0.08783308	-93.41613	1	1	2	3726
9	10	370	0.16262084	0.16262084	0.2652303	0.29796383	-71.896385	1	1	2	3725
9	10	368	0	0	0	0	-102.411224	4	1	1	0
9	10	366	0.0030450001	0.0030450001	0.004966315	0.005579235	-101.83985	3	1	1	0
9	10	364	0.514	0.514	0.83832043	0.9417822	-5.9621577	2	1	1	0
9	10	362	0.5109	0.5109	0.8332644	0.93610215	-6.5438557	2	1	1	0
9	10	360	0.38829288	0.38829288	0.6332955	0.7114539	-29.550358	1	1	1	3728
9	10	358	0.02110077	0.021100769	0.034414798	0.03866212	-98.45179	1	1	1	3727
9	10	356	0.09732062	0.09732062	0.15872738	0.17831679	-84.14958	1	1	1	3726
9	10	354	0.296458	0.29645804	0.48351523	0.5431885	-46.782627	1	1	1	3725
9	10	352	0.059097663	0.059097666	0.09638673	0.10828235	-91.3219	1	1	2	3724
9	10	350	0.20561719	0.20561719	0.33535624	0.3767444	-63.828373	1	1	2	3723
9	10	348	0.094371766	0.09437177	0.15391786	0.17291372	-84.70292	1	1	2	3722
9	10	346	0.073818594	0.073818594	0.12039619	0.13525495	-88.5596	1	1	2	3721
9	10	344	0.13813989	0.13813989	0.22530252	0.25310835	-76.49009	1	1	2	3720
9	10	342	0.0882996	0.0882996	0.14401433	0.16178793	-85.84232	1	1	2	3719
9	10	340	0.2480956	0.2480956	0.4046374	0.45457593	-55.85755	1	1	2	3718
9	10	338	0.1863792	0.1863792	0.30397955	0.34149534	-67.43827	1	1	2	3717
9	10	336	0.19823578	0.19823577	0.32331732	0.36321968	-65.213455	1	1	1	3724
9	10	334	0.0969353	0.09693531	0.15809894	0.17761078	-84.221886	1	1	1	3723
9	10	332	0.03546942	0.03546942	0.057849687	0.06498923	-95.7556	1	1	1	3722
9	10	330	0.10188091	0.10188091	0.16616507	0.18667242	-83.29388	1	1	1	3721
9	10	328	0.18651463	0.18651463	0.30420044	0.3417435	-67.41286	1	1	1	3720
9	10	326	0.14805472	0.14805472	0.24147336	0.27127492	-74.62963	1	1	1	3719
9	10	324	0.1498542	0.1498542	0.24440825	0.274572	-74.29197	1	1	1	3718
9	10	322	0.20221618	0.20221618	0.32980925	0.3705128	-64.46655	1	1	1	3717
9	10	320	0.18503356	0.18503356	0.30178487	0.3390298	-67.69077	1	1	2	3716
9	10	318	0.19288346	0.19288346	0.31458786	0.35341287	-66.21778	1	1	2	3715
9	10	316	0.22359356	0.22359356	0.3646752	0.40968177	-60.455215	1	1	2	3714
9	10	314	0.14725971	0.14725971	0.2401767	0.26981822	-74.77881	1	1	2	3713
9	10	312	0.06085634	0.06085634	0.099255085	0.111504704	-90.99189	1	1	2	3712
9	10	310	0.20424509	0.20424509	0.33311835	0.37423033	-64.08584	1	1	2	3711
9	10	308	0.1331871	0.1331871	0.21722466	0.24403355	-77.41945	1	1	2	3710
9	10	306	0.004573018	0.004573018	0.0074584717	0.008378963	-101.55312	1	1	2	3709
9	10	304	0.53607786	0.53607786	0.8743288	0.98223454	-1.8193831	1	1	1	3716
9	10	302	0.2150256	0.2150256	0.3507011	0.39398307	-62.06294	1	1	1	3715
9	10	300	0.029620085	0.029620085	0.04830958	0.054271728	-96.853195	1	1	1	3714
9	10	298	0.062097866	0.062097866	0.10127998	0.1137795	-90.75893	1	1	1	3713
9	10	296	0.03040076	0.03040076	0.04958284	0.05570213	-96.7067	1	1	1	3712
9	10	294	0.04824	0.04824	0.07867816	0.08838827	-93.359276	1	1	1	3711
9	10	292	0.095821604	0.09582161	0.15628251	0.1755702	-84.43087	1	1	1	3710
9	10	290	0.42887914	0.42887914	0.6994906	0.7858186	-21.934584	1	1	1	3709
9	10	288	0.18623756	0.18623756	0.30374855	0.34123582	-67.46484	1	1	2	3708
9	10	286	0.06645981	0.06645981	0.108394206	0.12177173	-89.94044	1	1	2	3707
9	10	284	0.026570067	0.026570067	0.04333508	0.0486833	-97.42551	1	1	2	3706
9	10	282	0.20315191	0.20315191	0.33133543	0.37222734	-64.29097	1	1	2	3705
9	10	280	0.20002691	0.20002691	0.32623863	0.36650154	-64.87736	1	1	2	3704
9	10	278	0.32768857	0.32768857	0.5344514	0.600411	-40.922398	1	1	2	3703
9	10	276	0.31880647	0.31880644	0.51996493	0.58413666	-42.589077	1	1	2	3702
9	10	274	0.15170325	0.15170325	0.247424	0.27795997	-73.94501	1	1	2	3701
9	10	272	0.17401275	0.17401275	0.2838102	0.31883678	-69.75876	1	1	1	3708
9	10	270	0.17472497	0.17472495	0.2849718	0.32014173	-69.62512	1	1	1	3707
9	10	268	0.18905541	0.18905541	0.3083444	0.34639886	-66.9361	1	1	1	3706
9	10	266	0.27377856	0.2737786	0.44652563	0.5016338	-51.038292	1	1	1	3705
9	10	264	0.039195936	0.039195936	0.06392754	0.07181719	-95.05634	1	1	1	3704
9	10	262	0.2000592	0.2000592	0.3262913	0.36656067	-64.8713	1	1	1	3703
9	10	260	0.54579055	0.5457906	0.89017004	1.0000309	0.003158212	1	1	1	3702
9	10	258	0.2985574	0.2985574	0.48693922	0.5470351	-46.388695	1	1	1	3701
9	10	256	0.2842353	0.28423527	0.46358025	0.52079326	-49.076153	1	1	2	3700
9	10	254	0.093448825	0.093448825	0.15241258	0.17122264	-84.87611	1	1	2	3699
9	10	252	0.13656156	0.13656156	0.2227283	0.25021642	-76.786255	1	1	2	3698
9	10	250	0.12823695	0.12823696	0.2091511	0.23496358	-78.34832	1	1	2	3697
9	10	248	0.20403716	0.20403716	0.33277923	0.37384933	-64.124855	1	1	2	3696
9	10	246	0.048461378	0.048461378	0.07903922	0.08879389	-93.31773	1	1	2	3695
9	10	244	0.07416012	0.07416012	0.1209532	0.13588071	-88.495514	1	1	2	3694
9	10	242	0.21744317	0.21744317	0.3546441	0.39841264	-61.6093	1	1	2	3693
9	10	240	0.062259324	0.06225932	0.101543315	0.11407533	-90.72863	1	1	1	3700
9	10	238	0.18312104	0.18312104	0.29866558	0.33552554	-68.049644	1	1	1	3699
9	10	236	0.20447521	0.20447521	0.33349368	0.37465197	-64.042656	1	1	1	3698
9	10	234	0.07091278	0.070912786	0.11565688	0.12993073	-89.10486	1	1	1	3697
9	10	232	0.13535982	0.13535982	0.22076832	0.24801455	-77.01175	1	1	1	3696
9	10	230	0.081163414	0.081163414	0.13237539	0.14871256	-87.18139	1	1	1	3695
9	10	228	0.36415967	0.36415967	0.59393483	0.6672356	-34.07881	1	1	1	3694
9	10	226	0.09539506	0.09539506	0.15558682	0.17478864	-84.51091	1	1	1	3693
9	10	224	0.3116529	0.3116529	0.5082977	0.5710295	-43.931396	1	1	2	3692
9	10	222	0.5452941	0.5452941	0.8893603	0.9991212	-0.090002745	1	1	2	3691
9	10	220	0.35379255	0.35379255	0.5770263	0.6482403	-36.02414	1	1	2	3690
9	10	218	0.06092088	0.060920876	0.09936035	0.11162295	-90.97978	1	1	2	3689
9	10	216	0.42226648	0.42226648	0.6887055	0.7737024	-23.175413	1	1	2	3688
9	10	214	0.06328465	0.06328465	0.1032156	0.115954004	-90.53623	1	1	2	3687
9	10	212	0.24706332	0.24706332	0.40295377	0.45268452	-56.05125	1	1	2	3686
9	10	210	0.07953513	0.07953513	0.12971969	0.14572911	-87.48693	1	1	2	3685
9	10	208	0.42022818	0.42022818	0.6853811	0.76996773	-23.557886	1	1	1	3692
9	10	206	0.170769	0.170769	0.27851975	0.3128934	-70.36743	1	1	1	3691
9	10	204	0.03277015	0.032770146	0.053447247	0.060043465	-96.2621	1	1	1	3690
9	10	202	0.04000435	0.04000435	0.06524604	0.07329841	-94.90465	1	1	1	3689
9	10	200	0.25623953	0.2562395	0.4179199	0.46949768	-54.32939	1	1	1	3688
9	10	198	0.19215319	0.19215317	0.31339678	0.3520748	-66.35481	1	1	1	3687
9	10	196	0.07520399	0.07520399	0.12265573	0.13779335	-88.299644	1	1	1	3686
9	10	194	0.055247135	0.055247135	0.09010662	0.10122717	-92.044426	1	1	1	3685
9	10	192	0.051121943	0.051121943	0.08337854	0.093668744	-92.8185	1	1	2	3684
9	10	190	0.1386861	0.1386861	0.22619338	0.25410914	-76.387596	1	1	2	3683
9	10	188	0.13493788	0.13493788	0.22008014	0.24724142	-77.09093	1	1	2	3682
9	10	186	0.08893103	0.08893103	0.14504416	0.16294487	-85.72385	1	1	2	3681
9	10	184	0.6131307	0.6131307	1	1.1234155	12.6391325	1	1	2	3680
9	10	182	0.04440239	0.044402387	0.07241913	0.08135677	-94.079384	1	1	2	3679
9	10	180	0.044984683	0.044984683	0.07336883	0.08242369	-93.970116	1	1	2	3678
9	10	178	0.1497101	0.1497101	0.24417323	0.274308	-74.31901	1	1	2	3677
9	10	176	0.4663319	0.4663319	0.76057506	0.85444176	-14.9067955	1	1	1	3684
9	10	174	0.100900784	0.100900784	0.16456653	0.18487659	-83.47779	1	1	1	3683
9	10	172	0.15430406	0.15430406	0.25166586	0.2827253	-73.45698	1	1	1	3682
9	10	170	0.1698404	0.16984038	0.2770052	0.31119195	-70.54168	1	1	1	3681
9	10	168	0.3201346	0.3201346	0.5221311	0.5865702	-42.339855	1	1	1	3680
9	10	166	0.091677755	0.091677755	0.149524	0.16797759	-85.208435	1	1	1	3679
9	10	164	0.19194931	0.19194931	0.31306425	0.35170123	-66.393074	1	1	1	3678
