assay.run.id	plate.order	well	response	bkgrnd.sub	norm	norm.pos	p.enhance	type
15	3	384	0	0	0	0	-120.48832	blank
15	2	384	0	0	0	0	-122.216385	blank
15	1	384	0	0	0	0	-112.767	blank
15	3	360	0.2823618	0.2823618	0.54909116	0.49755383	-60.538895	unknown
15	2	360	0.34182727	0.34182727	0.60345465	0.5875845	-50.403934	unknown
15	1	360	0.038405497	0.038405497	0.071544535	0.066893965	-105.22357	unknown
15	3	336	0.0950764	0.0950764	0.18488906	0.1675355	-100.30225	unknown
15	2	336	0.28296545	0.28296545	0.49954122	0.48640388	-62.769863	unknown
15	1	336	0.24851266	0.24851266	0.46294734	0.43285462	-63.955284	unknown
15	3	312	0.07744549	0.07744549	0.15060335	0.13646783	-104.04554	unknown
15	2	312	0.116354585	0.116354585	0.20540991	0.20000789	-97.77215	unknown
15	1	312	0.15321197	0.15321197	0.28541434	0.26686168	-82.67381	unknown
15	3	288	0.055444956	0.055444956	0.1078203	0.097700365	-108.71657	unknown
15	2	288	0.11385608	0.11385608	0.20099911	0.19571307	-98.29704	unknown
15	1	288	0.10731384	0.10731384	0.19991198	0.18691722	-91.68891	unknown
15	3	264	0.17818931	0.17818931	0.34651348	0.31398997	-82.6562	unknown
15	2	264	0.11113549	0.11113549	0.19619624	0.19103651	-98.86859	unknown
15	1	264	0.2948705	0.2948705	0.5493061	0.5135998	-54.849888	unknown
15	3	240	0.22738704	0.22738704	0.44218522	0.400682	-72.21082	unknown
15	2	240	0.13339472	0.13339472	0.23549221	0.22929904	-94.19228	unknown
15	1	240	0.070351094	0.070351094	0.1310551	0.1225362	-98.94896	unknown
15	3	216	0.05487945	0.05487945	0.1067206	0.09670387	-108.83663	unknown
15	2	216	0.087433435	0.087433435	0.15435314	0.15029383	-103.848015	unknown
15	1	216	0.08179372	0.08179372	0.15237126	0.14246674	-96.701454	unknown
15	3	192	0.37499702	0.37499702	0.729233	0.6607877	-40.87112	unknown
15	2	192	0.14819011	0.14819011	0.2616117	0.2547316	-91.08401	unknown
15	1	192	0.19884682	0.19884682	0.37042624	0.3463476	-73.71042	unknown
15	3	168	0.34172854	0.34172854	0.6645379	0.6021648	-47.934494	unknown
15	2	168	0.18989386	0.18989386	0.33523458	0.3264183	-82.322716	unknown
15	1	168	0.056995254	0.056995254	0.10617488	0.09927325	-101.57226	unknown
15	3	144	0.26253304	0.26253304	0.5105314	0.46261328	-64.748825	unknown
15	2	144	0.11738755	0.11738755	0.20723349	0.2017835	-97.55514	unknown
15	1	144	0.035372805	0.035372805	0.06589502	0.06161168	-105.81924	unknown
15	3	120	0.06651071	0.06651071	0.12933917	0.11719948	-106.36716	unknown
15	2	120	0.21024643	0.21024643	0.3711646	0.3614034	-78.04697	unknown
15	1	120	0.123347014	0.123347014	0.22977974	0.21484348	-88.53975	unknown
15	3	96	0.11245216	0.11245216	0.21867861	0.19815359	-96.61313	unknown
15	2	96	0.14038682	0.14038682	0.24783592	0.24131812	-92.72336	unknown
15	1	96	0.15039068	0.15039068	0.28015864	0.26194763	-83.22795	unknown
15	3	72	0.1626525	0.1626525	0.31630006	0.28661233	-85.95488	unknown
15	2	72	0.08408628	0.08408628	0.14844413	0.14454022	-104.5512	unknown
15	1	72	0.10817275	0.10817275	0.20151202	0.18841325	-91.5202	unknown
15	3	48	0.08728253	0.08728253	0.16973282	0.15380181	-101.957	unknown
15	2	48	0.19244415	0.19244415	0.33973682	0.33080214	-81.78694	unknown
15	1	48	0.12632345	0.12632345	0.23532444	0.22002777	-87.95513	unknown
15	3	24	0.052092038	0.052092038	0.1013001	0.09179214	-109.428444	unknown
15	2	24	0.18762071	0.18762071	0.33122164	0.3225109	-82.80027	unknown
15	1	24	0.098221526	0.098221526	0.18297416	0.17108038	-93.47478	unknown
15	3	383	0	0	0	0	-120.48832	blank
15	2	383	0	0	0	0	-122.216385	blank
15	1	383	0	0	0	0	-112.767	blank
15	3	359	0.16740555	0.16740555	0.325543	0.29498774	-84.94575	unknown
15	2	359	0.22322144	0.22322144	0.3940704	0.3837068	-75.32113	unknown
15	1	359	0.3379941	0.3379941	0.62963986	0.5887117	-46.37975	unknown
15	3	335	0.21645746	0.21645746	0.42093113	0.38142282	-74.53133	unknown
15	2	335	0.10173602	0.10173602	0.17960261	0.17487927	-100.84328	unknown
15	1	335	0.04898738	0.04898738	0.09125724	0.08532529	-103.14513	unknown
15	3	311	0.37563995	0.37563995	0.7304833	0.6619206	-40.73462	unknown
15	2	311	0.17451681	0.17451681	0.30808827	0.29998592	-85.55319	unknown
15	1	311	0.20986451	0.20986451	0.3909508	0.36553803	-71.54638	unknown
15	3	287	0.35412213	0.35412213	0.6886389	0.62400377	-45.303158	unknown
15	2	287	0.17138894	0.17138894	0.3025664	0.29460928	-86.210304	unknown
15	1	287	0.12220582	0.12220582	0.22765385	0.21285579	-88.76389	unknown
15	3	263	0.36968753	0.36968753	0.71890795	0.65143174	-41.9984	unknown
15	2	263	0.19089864	0.19089864	0.33700842	0.3281455	-82.11163	unknown
15	1	263	0.28518838	0.28518838	0.53126955	0.4967357	-56.751606	unknown
15	3	239	0.20324777	0.20324777	0.3952431	0.35814586	-77.33593	unknown
