assay.run.id	plate.order	well	response	bkgrnd.sub	norm	norm.pos	p.enhance	type
4	2	384	0.20447369	0	0	0	-100	blank
4	1	384	0.16813697	4.1633363e-16	1.5040612e-15	1.7211059e-15	-120.07679	blank
4	2	312	0.21628273	0.011809039	0.040438104	0.058632575	-94.13674	unknown
4	1	312	0.27797768	0.1098407	0.3968143	0.45407686	-65.5527	unknown
4	2	288	0.25896323	0.054489557	0.18659048	0.27054384	-72.94562	unknown
4	1	288	0.1441441	0	0	0	-120.07679	unknown
4	2	216	0.2935507	0.08907702	0.30502954	0.44227266	-55.772736	unknown
4	1	216	0.3015865	0.13344954	0.48210436	0.55167484	-53.83345	unknown
4	2	192	0.20543031	9.566277e-4	0.0032758135	0.004749713	-99.52503	unknown
4	1	192	0.2652877	0.097150736	0.3509701	0.4016171	-71.8519	unknown
4	2	120	0.25208902	0.047615334	0.16305085	0.23641294	-76.3587	unknown
4	1	120	0.19046228	0.022325305	0.08065316	0.092291884	-108.99468	unknown
4	2	96	0.36182594	0.15735225	0.5388268	0.78126323	-21.873674	unknown
4	1	96	0.3359556	0.1678186	0.6062673	0.69375515	-36.7729	unknown
4	2	24	0.3363104	0.13183671	0.45145306	0.6545771	-34.542294	unknown
4	1	24	0.32281104	0.15467405	0.5587808	0.6394161	-43.29776	unknown
4	2	382	0.1973046	0	0	0	-100	negative
4	1	382	0.20858237	0.040445402	0.14611445	0.16719961	-100	negative
4	2	310	0.20508842	6.147355e-4	0.00210506	0.0030521979	-99.69478	unknown
4	1	310	0.22870548	0.060568508	0.21881187	0.2503877	-90.01104	unknown
4	2	286	0.2732143	0.068740614	0.23539089	0.3413012	-65.86988	unknown
4	1	286	0.22778662	0.05964964	0.21549234	0.24658914	-90.46716	unknown
4	2	214	0.42820537	0.22373168	0.7661322	1.110841	11.084099	unknown
4	1	214	0.21967605	0.05153908	0.18619186	0.21306041	-94.49318	unknown
4	2	190	0.310488	0.1060143	0.36302844	0.52636725	-47.363277	unknown
4	1	190	0.17856416	0.010427178	0.037669584	0.04310552	-114.90082	unknown
4	2	118	0.24946064	0.044986963	0.15405042	0.22336292	-77.66371	unknown
4	1	118	0.27353114	0.10539418	0.38075063	0.43569514	-67.75992	unknown
4	2	94	0.2954234	0.0909497	0.31144223	0.45157063	-54.842937	unknown
4	1	94	0.2964456	0.12830864	0.46353218	0.53042257	-56.385353	unknown
4	2	22	0.37169528	0.16722159	0.5726227	0.83026505	-16.973495	unknown
4	1	22	0.307872	0.13973503	0.5048116	0.57765883	-50.713375	unknown
4	2	380	0.48002893	0.27555525	0.94359344	1.3681481	36.814808	positive
4	1	380	0.42003396	0.251897	0.91001177	1.0413318	4.96298	positive
4	2	308	0.2217733	0.017299619	0.059239686	0.08589362	-91.41064	unknown
4	1	308	0.3626146	0.19447763	0.7025766	0.8039624	-23.539564	unknown
4	2	284	0.19915257	0	0	0	-100	unknown
4	1	284	0.27227044	0.104133464	0.37619612	0.4304834	-68.38573	unknown
4	2	212	0.25588423	0.05141055	0.17604692	0.25525638	-74.47436	unknown
4	1	212	0.15161942	0	0	0	-120.07679	unknown
4	2	188	0.2821473	0.077673614	0.26598048	0.3856541	-61.43459	unknown
4	1	188	0.23626009	0.06812311	0.2461039	0.28161812	-86.260994	unknown
4	2	116	0.23155427	0.027080582	0.09273298	0.13445668	-86.55433	unknown
4	1	116	0.44494328	0.27680632	1	1.1443058	17.327776	unknown
4	2	92	0.32924822	0.12477453	0.42726976	0.6195129	-38.04871	unknown
4	1	92	0.3522148	0.18407786	0.665006	0.7609702	-28.701933	unknown
4	2	20	0.18410736	0	0	0	-100	unknown
