assay.run.id	plate.order	well	response	bkgrnd.sub	norm	norm.pos	p.enhance	type
20	1	96	0.0021	0	0	0	-120.8382	blank
20	2	96	0.004	0	0	0	-146.4455	blank
20	1	84	0.12669407	0.12459407	0.18551178	0.20099059	-96.550865	unknown
20	2	84	0.402838	0.39883798	0.51264584	0.64536893	-51.934128	unknown
20	1	72	0.39880162	0.39670163	0.59066075	0.63994455	-43.508457	unknown
20	2	72	0.19816539	0.1941654	0.2495702	0.31418347	-100.434746	unknown
20	1	60	0.031912964	0.029812964	0.0443894	0.04809318	-115.02671	unknown
20	2	60	0.40908694	0.40508693	0.5206779	0.6554805	-50.45333	unknown
20	1	48	0.12881055	0.12671055	0.18866308	0.20440483	-96.13829	unknown
20	2	48	0.09319376	0.08919376	0.11464508	0.14432648	-125.30953	unknown
20	1	36	0.15457067	0.15247066	0.22701809	0.2459601	-91.11683	unknown
20	2	36	0.19603439	0.1920344	0.24683113	0.31073526	-100.93972	unknown
20	1	24	0.21942805	0.21732804	0.32358614	0.35058564	-78.47407	unknown
20	2	24	0.13825727	0.13425727	0.17256738	0.21724476	-114.63098	unknown
20	1	12	0.24627578	0.24417578	0.36356053	0.39389545	-73.240585	unknown
20	2	12	0.036505748	0.032505747	0.041781217	0.052598298	-138.74272	unknown
20	1	95	0.109	0.1069	0.15916656	0.17244716	-100	negative
20	2	95	0.2	0.19600001	0.25192833	0.3171521	-100	negative
20	1	83	0.21746926	0.21536925	0.32066965	0.34742582	-78.855896	unknown
20	2	83	0.28814256	0.28414255	0.36522225	0.4597776	-79.11314	unknown
20	1	71	0.43773827	0.43563828	0.6486347	0.7027557	-35.91847	unknown
20	2	71	0.2660215	0.26202148	0.33678895	0.42398298	-84.355095	unknown
20	1	59	0.37135315	0.36925316	0.54979193	0.59566563	-48.859035	unknown
20	2	59	0.18257028	0.17857029	0.22952506	0.28894866	-104.130264	unknown
20	1	47	0.076649435	0.07454944	0.110998854	0.12026042	-106.30615	unknown
20	2	47	0.3869543	0.3829543	0.4922298	0.6196672	-55.698032	unknown
20	1	35	0.16972904	0.16762903	0.24958782	0.27041304	-88.16198	unknown
20	2	35	0.16376571	0.15976572	0.20535463	0.25852057	-108.58633	unknown
20	1	23	0.3889906	0.38689062	0.57605284	0.6241178	-45.420933	unknown
20	2	23	0.07506638	0.07106638	0.09134507	0.11499414	-129.60512	unknown
20	1	11	0.3022049	0.30010492	0.44683507	0.48411825	-62.338226	unknown
20	2	11	0.16315047	0.15915048	0.20456384	0.25752503	-108.73212	unknown
20	1	94	0.611	0.6089	0.9066092	0.9822552	-2.1442509	positive
20	2	94	0.611	0.607	0.7802066	0.9822006	-2.6066368	positive
20	1	82	0.47772673	0.47562674	0.7081747	0.76726365	-28.123446	unknown
20	2	82	0.40224382	0.3982438	0.5118821	0.64440745	-52.074924	unknown
20	1	70	0.3314442	0.3293442	0.4903703	0.531286	-56.638557	unknown
20	2	70	0.59804225	0.59404224	0.76355135	0.9612334	-5.677194	unknown
20	1	58	0.18753433	0.18543433	0.27609864	0.29913586	-84.69116	unknown
20	2	58	0.4109531	0.4069531	0.5230766	0.65850013	-50.011112	unknown
20	1	46	0.11605381	0.113953814	0.1696692	0.18382612	-98.624985	unknown
20	2	46	0.3212168	0.31721678	0.40773416	0.51329577	-71.27564	unknown
20	1	34	0.046863254	0.044763256	0.06664933	0.072210446	-112.11243	unknown
20	2	34	0.13391942	0.12991942	0.16699174	0.2102256	-115.658905	unknown
20	1	22	0.22805597	0.22595596	0.33643252	0.3645039	-76.792206	unknown
20	2	22	0.78199905	0.77799904	1	1.2588981	37.914463	unknown
20	1	10	0.52288413	0.52078414	0.7754109	0.8401099	-19.320833	unknown
20	2	10	0.21909928	0.21509929	0.27647758	0.3480571	-95.474106	unknown
20	1	93	0.633	0.6309	0.9393657	1.0177448	2.1442509	positive
20	2	93	0.633	0.629	0.8084843	1.0177994	2.6066368	positive
20	1	81	0.4432196	0.4411196	0.656796	0.711598	-34.84998	unknown
20	2	81	0.34444362	0.3404436	0.43758872	0.55087966	-65.77165	unknown
20	1	69	0.13750422	0.13540421	0.20160735	0.21842913	-94.44362	unknown
20	2	69	0.5303385	0.5263385	0.6765285	0.85168046	-21.72073	unknown
20	1	57	0.31195682	0.30985683	0.46135497	0.49984968	-60.437267	unknown
20	2	57	0.31235406	0.30835405	0.39634246	0.49895477	-73.37582	unknown
20	1	45	0.27309653	0.27099654	0.40349475	0.43716168	-68.012375	unknown
20	2	45	0.26243895	0.25843894	0.33218414	0.418186	-85.20404	unknown
20	1	33	0.2439238	0.24182379	0.3600586	0.39010128	-73.699066	unknown
20	2	33	0.17385942	0.16985942	0.21832857	0.2748534	-106.19445	unknown
20	1	21	0.4026606	0.40056062	0.5964065	0.6461697	-42.756218	unknown
20	2	21	0.13773276	0.13373277	0.17189321	0.21639605	-114.75527	unknown
20	1	9	0.34884158	0.3467416	0.5162738	0.55935085	-53.247257	unknown
20	2	9	0.08462215	0.08062215	0.10362757	0.13045655	-127.34072	unknown
20	1	92	0.12906481	0.12696481	0.18904166	0.20481499	-96.08873	unknown
20	2	92	0.030419195	0.026419194	0.033957876	0.042749505	-140.18503	unknown
20	1	80	0.31180307	0.30970308	0.46112606	0.49960166	-60.46724	unknown
20	2	80	0.6625807	0.6585807	0.8465058	1.0656646	9.616284	unknown
20	1	68	0.45279852	0.45069852	0.67105836	0.72705036	-32.982746	unknown
20	2	68	0.72824556	0.72424555	0.930908	1.1719184	25.17667	unknown
20	1	56	0.08442091	0.08232091	0.12257004	0.13279708	-104.791245	unknown
20	2	56	0.06402373	0.060023732	0.077151425	0.09712578	-132.22186	unknown
20	1	44	0.31576064	0.31366065	0.4670186	0.50598586	-59.69578	unknown
20	2	44	0.3363057	0.3323057	0.42712867	0.5377115	-67.70007	unknown
20	1	32	0.057161666	0.05506167	0.08198294	0.08882347	-110.104935	unknown
20	2	32	0.11793623	0.11393623	0.14644778	0.18436283	-119.44639	unknown
20	1	20	0.6003635	0.5982635	0.89077216	0.9650968	-4.217644	unknown
20	2	20	0.15552244	0.15152244	0.19475915	0.24518193	-110.53971	unknown
20	1	8	0.07169433	0.06959433	0.10362105	0.112267025	-107.27206	unknown
20	2	8	0.08983716	0.08583716	0.11033068	0.13889508	-126.104935	unknown
20	1	91	0.17747949	0.17537948	0.2611277	0.28291577	-86.65117	unknown
20	2	91	0.4136386	0.40963858	0.5265284	0.6628456	-49.374744	unknown
20	1	79	0.2576623	0.2555623	0.38051423	0.41226375	-71.020996	unknown
20	2	79	0.30938286	0.30538285	0.39252344	0.494147	-74.079895	unknown
20	1	67	0.27411062	0.27201062	0.40500465	0.43879756	-67.8147	unknown
20	2	67	0.20697294	0.20297295	0.260891	0.32843518	-98.34765	unknown
20	1	55	0.6414465	0.6393465	0.95194185	1.0313703	3.7907333	unknown
20	2	55	0.57447934	0.57047933	0.7332648	0.9231057	-11.260821	unknown
20	1	43	0.32925224	0.32715225	0.48710662	0.52775	-57.06584	unknown
20	2	43	0.33677325	0.33277324	0.42772964	0.538468	-67.58928	unknown
20	1	31	0.053851612	0.051751614	0.0770545	0.08348381	-110.750175	unknown
20	2	31	0.16423002	0.16023003	0.20595144	0.25927186	-108.4763	unknown
20	1	19	0.39171597	0.38961598	0.5801107	0.62851423	-44.889675	unknown
20	2	19	0.26780015	0.26380014	0.33907515	0.42686108	-83.93362	unknown
20	1	7	0.19013801	0.188038	0.27997535	0.30333602	-84.183624	unknown
20	2	7	0.28473818	0.28073817	0.36084643	0.4542689	-79.91986	unknown
20	1	90	0.3676941	0.36559412	0.5443439	0.58976305	-49.5723	unknown
20	2	90	0.27638662	0.2723866	0.35011175	0.44075504	-81.8989	unknown
20	1	78	0.25406793	0.25196794	0.37516248	0.40646544	-71.72165	unknown
20	2	78	0.26741236	0.26341236	0.3385767	0.4262336	-84.025505	unknown
20	1	66	0.59268486	0.5905849	0.8793392	0.95270985	-5.7144527	unknown
20	2	66	0.5279052	0.5239052	0.6734009	0.8477431	-22.297342	unknown
20	1	54	0.32926464	0.32716465	0.4871251	0.52777004	-57.063423	unknown
20	2	54	0.3846268	0.3806268	0.48923814	0.615901	-56.249573	unknown
20	1	42	0.5241344	0.5220344	0.7772724	0.8421268	-19.077116	unknown
20	2	42	0.17925702	0.17525703	0.22526637	0.2835874	-104.9154	unknown
20	1	30	0.12704077	0.124940775	0.186028	0.20154989	-96.48328	unknown
20	2	30	0.37231693	0.36831692	0.47341564	0.5959821	-59.166607	unknown
20	1	18	0.111165255	0.10906526	0.16239049	0.17594008	-99.57792	unknown
20	2	18	0.5981479	0.5941479	0.7636872	0.9614044	-5.6521516	unknown
20	1	6	0.18860313	0.18650313	0.27769002	0.30086002	-84.48282	unknown
20	2	6	0.43406463	0.43006462	0.55278295	0.69589746	-44.53445	unknown
20	1	89	0.29516733	0.29306734	0.4363566	0.47276548	-63.71007	unknown
20	2	89	0.43656033	0.43256032	0.5559908	0.6999358	-43.94305	unknown
20	1	77	0.40361157	0.40151158	0.5978224	0.64770377	-42.570847	unknown
20	2	77	0.12196805	0.11796805	0.15163007	0.19088681	-118.49098	unknown
20	1	65	0.10715338	0.10505338	0.15641707	0.16946827	-100.35996	unknown
20	2	65	0.15700212	0.15300213	0.19666107	0.24757624	-110.18907	unknown
20	1	53	0.40084448	0.3987445	0.59370244	0.64324	-43.110237	unknown
20	2	53	0.61254305	0.60854304	0.78218997	0.98469746	-2.2409863	unknown
20	1	41	0.4007021	0.3986021	0.5934904	0.6430103	-43.137997	unknown
20	2	41	0.5451181	0.5411181	0.6955254	0.8755956	-18.218464	unknown
20	1	29	0.23854895	0.23644894	0.35205582	0.38143077	-74.746796	unknown
20	2	29	0.3972105	0.3932105	0.5054126	0.63626295	-53.267654	unknown
20	1	17	0.3561917	0.3540917	0.52721757	0.57120776	-51.814484	unknown
20	2	17	0.26831463	0.26431462	0.33973643	0.42769358	-83.8117	unknown
20	1	5	0.43233672	0.43023673	0.64059216	0.69404215	-36.9714	unknown
20	2	5	0.51620346	0.51220345	0.65836	0.8288082	-25.07027	unknown
20	1	88	0.38936475	0.38726476	0.5766099	0.6247213	-45.348003	unknown
20	2	88	0.22165215	0.21765216	0.2797589	0.35218793	-94.869156	unknown
20	1	76	0.6133523	0.6112523	0.9101116	0.98604983	-1.6857134	unknown
20	2	76	0.4294135	0.4254135	0.54680467	0.68837136	-45.636612	unknown
20	1	64	0.09059263	0.08849263	0.13175929	0.14275306	-103.58818	unknown
20	2	64	0.20215397	0.19815397	0.25469694	0.3206375	-99.489586	unknown
20	1	52	0.1741911	0.1720911	0.25623152	0.27761108	-87.29218	unknown
20	2	52	0.07477414	0.07077414	0.09096944	0.11452126	-129.67438	unknown
