plate	well	response
1	1	0.0658949598289975
1	2	0.0869444384049521
1	3	0.0333568072845643
1	4	0.123263783043512
1	5	0.112022533388837
1	6	0.155714552680328
1	7	0.303069902837318
1	8	0.406760932448163
1	9	0.489941005666812
1	10	0.0110582560139709
1	11	0.251841285781696
1	12	0.395952656212538
1	13	0.151488409803062
1	14	0.39460473845629
1	15	0.182629031721027
1	16	0.142673529541982
1	17	0.0718255062136073
1	18	0.0843361052528036
1	19	0.032689671138873
1	20	0.119565869552207
1	21	0.10978208272106
1	22	0.158828843733935
1	23	0.278824310610333
1	24	0.410828541772645
1	25	0.480142185553476
1	26	0.0100630129727135
1	27	0.244286047208245
1	28	0.364276443715535
1	29	0.142399105214878
1	30	0.406442880609979
1	31	0.184455322038237
1	32	0.156940882496181
1	33	0.143512761887022
1	34	0.0552071841867157
1	35	0.200661094585318
1	36	0.367285800354506
1	37	0.143416128567197
1	38	0.235817513540824
1	39	0.210495681253925
1	40	0.301569320284295
1	41	0.263117390541861
1	42	0.122840718038823
1	43	0.190336992798298
1	44	0.149784048269285
1	45	0.323323984530582
1	46	0.0444767466331487
1	47	0.100470839191734
1	48	0.122475850338572
1	49	0.149253272362502
1	50	0.0546551123448485
1	51	0.216713982152144
1	52	0.389322948375776
1	53	0.141981967281526
1	54	0.259399264894907
1	55	0.22312542212916
1	56	0.271412388255865
1	57	0.276273260068954
1	58	0.116698682136882
1	59	0.190336992798298
1	60	0.145290526821206
1	61	0.29422482592283
1	62	0.0449215140994802
1	63	0.100470839191734
1	64	0.122475850338572
1	65	0.115101909013928
1	66	0.109702041960674
1	67	0.223324324529531
1	68	0.601813916855248
1	69	0.121208002695658
1	70	0.0552542071130238
1	71	0.105098105941532
1	72	0.336798653157257
1	73	0.271406804752076
1	74	0.105847490802006
1	75	0.501261600264591
1	76	0.200346912418854
1	77	0.196411675662428
1	78	0.28705774235885
1	79	0.124614356705473
1	80	0.0991711464087093
1	81	0.115101909013928
1	82	0.103119919443033
1	83	0.232257297510712
1	84	0.541632525169723
1	85	0.133328802965223
1	86	0.0502813284728517
1	87	0.112454973357439
1	88	0.309854760904676
1	89	0.276834940847118
1	90	0.0952627417218054
1	91	0.506274216267236
1	92	0.180312221176969
1	93	0.186591091879307
1	94	0.272704855240907
1	95	0.133337361674856
1	96	0.107104838121406
1	97	0.277005387925137
1	98	0.0676961445098162
1	99	0.0705567694492021
1	100	0.0104555856167815
1	101	0.205454216420992
1	102	0.133709476513182
1	103	0.221295428052454
1	104	0.0808331004565276
1	105	0.0577599524654008
1	106	0.0450786762457331
1	107	0.173644337215922
1	108	0.329687154809304
1	109	0.207259976636919
1	110	0.215770060811853
1	111	0.329185120536796
1	112	0.0814061615162514
1	113	0.254844956891126
1	114	0.071080951735307
1	115	0.0649122278932659
1	116	0.010141918048278
1	117	0.221890553734671
1	118	0.1470804241645
1	119	0.230147245174552
1	120	0.0824497624656581
1	121	0.0618031491379788
1	122	0.0455294630081904
1	123	0.173644337215922
1	124	0.346171512549769
1	125	0.20311477710418
1	126	0.200666156555023
1	127	0.355519930179739
1	128	0.0862905312072264
1	129	0.106258844424771
1	130	0.327886170421635
1	131	0.202552440469818
1	132	0.157115427233712
1	133	0.163167338674208
1	134	0.106466813160775
1	135	0.333776495291784
1	136	0.129622528058599
1	137	0.140867970195008
1	138	0.148630256578129
1	139	0.170415593290727
1	140	0.29902281787761
1	141	0.313293622085045
1	142	0.338119859144965
1	143	0.236861421951026
1	144	0.0312244158930897
1	145	0.0966955484265419
1	146	0.331165032125851
1	147	0.220782160112102
1	148	0.155544272961375
1	149	0.159903991900724
1	150	0.100078804371129
1	151	0.360478614915127
1	152	0.141288555583873
1	153	0.154954767214508
1	154	0.147143954012348
1	155	0.184048840753985
1	156	0.290052133341282
1	157	0.291363068539092
1	158	0.361788249285112
1	159	0.229755579292495
1	160	0.0290387067805735
1	161	0.31350226400144
